customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,tenure_group,avg_monthly_spend,revenue
2632-ucgvd,male,1,yes,no,66,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,credit card (automatic),100.05,6871.9,yes,48+,102.56567164179104,100.05
5445-pzwgx,male,0,no,no,62,yes,yes,fiber optic,yes,yes,no,yes,no,yes,one year,no,electronic check,102.0,6529.25,yes,48+,103.63888888888889,102.0
1227-udmzr,female,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),91.15,6637.9,no,48+,90.93013698630136,91.15
5198-hqaen,male,0,yes,yes,35,yes,no,fiber optic,no,yes,no,yes,yes,no,one year,yes,electronic check,89.7,3165.6,no,24-48,87.93333333333334,89.7
9170-cckou,male,0,yes,no,17,yes,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,no,credit card (automatic),90.2,1454.15,yes,12-24,80.78611111111111,90.2
2167-fqstq,female,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,92.4,6786.1,no,48+,92.96027397260275,92.4
2819-gweni,female,0,yes,yes,28,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.9,543.0,no,24-48,18.724137931034484,19.9
1043-ycute,male,0,yes,no,56,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),25.15,1327.15,yes,48+,23.283333333333335,25.15
3814-mlaxc,female,0,no,no,31,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,yes,credit card (automatic),79.85,2404.15,yes,24-48,75.1296875,79.85
3572-uuhrs,male,0,no,no,45,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),18.85,867.3,no,24-48,18.854347826086954,18.85
2692-pfytj,female,0,no,no,1,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,25.75,25.75,no,0-6,12.875,25.75
1226-udfzr,female,0,no,no,2,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,49.6,114.7,yes,0-6,38.233333333333334,49.6
5955-epoaz,female,0,no,no,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.95,109.5,no,0-6,15.642857142857142,20.95
6821-jpcdc,female,0,yes,no,48,yes,no,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,97.05,4692.95,no,24-48,95.77448979591837,97.05
8815-lmflx,male,0,yes,yes,25,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),25.4,546.85,no,24-48,21.032692307692308,25.4
9135-hswoc,male,0,yes,yes,64,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),19.7,1274.05,no,48+,19.60076923076923,19.7
8582-krhpj,male,0,no,no,50,no,no phone service,dsl,yes,yes,no,no,no,no,month-to-month,yes,mailed check,35.0,1782.4,no,48+,34.94901960784314,35.0
5811-iwxym,female,0,yes,yes,52,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,no,bank transfer (automatic),101.25,5301.1,no,48+,100.02075471698114,101.25
7044-yaacc,male,1,yes,no,4,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.2,280.35,no,0-6,56.07000000000001,70.2
8189-xrike,female,1,no,no,32,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,90.95,2897.95,no,24-48,87.81666666666666,90.95
1506-yjtyt,male,0,yes,yes,45,yes,yes,dsl,yes,yes,no,yes,yes,no,two year,no,credit card (automatic),73.85,3371.0,no,24-48,73.28260869565217,73.85
4123-dvhph,male,0,yes,no,9,yes,yes,fiber optic,yes,no,no,no,no,yes,month-to-month,yes,electronic check,88.05,801.3,no,6-12,80.13,88.05
6425-yqllo,female,1,yes,no,66,yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,yes,credit card (automatic),105.95,6975.25,yes,48+,104.10820895522389,105.95
5442-utcvd,male,0,no,yes,3,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,no,electronic check,91.85,257.05,yes,0-6,64.2625,91.85
2228-bzdee,female,0,no,no,54,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.1,1079.45,no,48+,19.62636363636364,20.1
7734-dboai,female,0,yes,yes,1,no,no phone service,dsl,no,no,no,yes,yes,no,month-to-month,no,electronic check,40.1,40.1,yes,0-6,20.05,40.1
2789-czanw,female,0,yes,yes,64,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,no,bank transfer (automatic),110.3,6997.3,no,48+,107.65076923076923,110.3
2091-rffba,female,1,no,no,31,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,73.9,2217.15,yes,24-48,69.2859375,73.9
2114-mgina,female,0,no,no,14,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,mailed check,89.8,1129.1,yes,12-24,75.27333333333333,89.8
7596-lduxp,female,0,no,no,12,yes,no,fiber optic,yes,no,no,no,yes,no,one year,yes,credit card (automatic),85.15,979.05,no,6-12,75.31153846153846,85.15
3740-rlmvt,male,1,yes,no,67,yes,no,dsl,yes,yes,no,yes,no,no,one year,yes,bank transfer (automatic),60.95,4119.4,no,48+,60.579411764705874,60.95
4489-snojf,female,0,yes,yes,35,yes,yes,dsl,yes,no,yes,yes,yes,no,month-to-month,no,electronic check,72.25,2568.55,yes,24-48,71.34861111111111,72.25
2192-ozitf,female,0,no,no,45,yes,yes,dsl,yes,no,no,yes,no,yes,two year,no,mailed check,73.55,3349.1,no,24-48,72.80652173913043,73.55
5651-cpdnd,male,0,no,no,10,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,46.0,492.1,no,6-12,44.73636363636364,46.0
2186-qzeya,female,1,no,no,29,yes,yes,dsl,yes,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),58.55,1718.95,no,24-48,57.29833333333333,58.55
1131-alzwv,female,0,no,no,24,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),24.6,605.25,no,12-24,24.21,24.6
7729-xbtwx,male,0,yes,yes,66,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.75,1344.5,no,48+,20.067164179104477,19.75
9134-wyrvp,male,0,no,no,51,yes,no,fiber optic,yes,no,no,no,yes,no,one year,no,mailed check,86.35,4267.15,no,48+,82.06057692307692,86.35
3284-svcro,female,0,yes,no,45,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.5,1121.05,no,24-48,24.370652173913044,25.5
9732-ouyrn,female,0,yes,no,49,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.0,918.7,no,48+,18.374000000000002,19.0
0559-ckhus,female,0,yes,no,29,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.55,521.8,no,24-48,17.39333333333333,19.55
2931-svltv,male,0,yes,yes,40,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,yes,credit card (automatic),110.1,4469.1,no,24-48,109.00243902439026,110.1
6899-ppeea,female,1,no,no,37,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,96.55,3580.3,yes,24-48,94.21842105263158,96.55
7504-uwhnb,male,0,no,no,25,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,69.75,1729.35,no,24-48,66.51346153846154,69.75
2582-fffzr,female,0,no,no,22,no,no phone service,dsl,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,50.6,1073.3,no,12-24,46.665217391304346,50.6
8908-nmqtx,male,0,no,no,72,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),65.6,4566.5,no,48+,62.554794520547944,65.6
2187-lzgpl,female,0,no,no,7,no,no phone service,dsl,no,yes,no,no,no,yes,month-to-month,yes,credit card (automatic),40.1,293.3,yes,6-12,36.6625,40.1
1431-aidjq,male,0,yes,yes,33,yes,no,dsl,no,yes,yes,yes,yes,yes,two year,no,credit card (automatic),82.1,2603.1,no,24-48,76.56176470588235,82.1
6288-lbear,female,0,no,no,23,yes,no,fiber optic,no,yes,no,yes,no,no,month-to-month,yes,mailed check,79.1,1783.75,no,12-24,74.32291666666667,79.1
4597-nucqv,male,1,no,no,24,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,101.25,2440.15,yes,12-24,97.60600000000001,101.25
9019-qvlzd,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,no,electronic check,79.55,79.55,yes,0-6,39.775,79.55
8413-ynhnv,male,0,no,no,69,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,mailed check,90.65,6322.1,no,48+,90.3157142857143,90.65
5808-totxo,female,0,no,yes,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card (automatic),20.55,57.4,no,0-6,14.35,20.55
4369-nyscf,male,0,no,no,56,yes,no,dsl,no,yes,no,yes,yes,yes,one year,yes,bank transfer (automatic),75.75,4284.65,no,48+,75.16929824561403,75.75
6333-ydvlt,male,0,no,no,65,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,one year,yes,credit card (automatic),110.0,7138.65,no,48+,108.16136363636363,110.0
5324-ktgcg,male,0,yes,no,71,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,20.85,1539.75,no,48+,21.385416666666668,20.85
5599-hvltw,female,1,no,no,14,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),80.35,1058.1,no,12-24,70.53999999999999,80.35
7394-lwlyn,female,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.15,123.8,no,0-6,41.266666666666666,70.15
3707-lrwzd,female,0,no,no,32,yes,yes,fiber optic,no,no,no,no,yes,no,one year,no,electronic check,84.05,2781.85,yes,24-48,84.29848484848485,84.05
6873-udnld,male,0,no,no,40,yes,no,dsl,yes,no,yes,no,no,yes,month-to-month,no,electronic check,67.45,2731.0,no,24-48,66.60975609756098,67.45
2700-lueva,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),20.75,20.75,no,0-6,10.375,20.75
1455-esiqh,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,89.1,89.1,yes,0-6,44.55,89.1
0958-yhxgp,female,0,no,no,7,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,69.9,497.3,no,6-12,62.1625,69.9
1101-sswag,female,0,yes,no,15,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,51.1,711.15,no,12-24,44.446875,51.1
2979-sxese,female,0,yes,yes,17,yes,yes,fiber optic,yes,no,yes,no,yes,no,month-to-month,no,electronic check,94.4,1607.2,yes,12-24,89.28888888888889,94.4
4013-tldhq,male,0,no,no,19,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,78.25,1490.95,yes,12-24,74.5475,78.25
5743-khmna,male,0,no,no,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),25.55,1898.1,no,48+,26.362499999999997,25.55
4194-fjarj,female,0,yes,yes,54,yes,yes,dsl,yes,no,no,yes,no,no,two year,no,bank transfer (automatic),60.0,3273.95,no,48+,59.526363636363634,60.0
5325-uwtwj,male,0,yes,no,31,yes,yes,fiber optic,yes,yes,no,yes,no,no,month-to-month,yes,credit card (automatic),90.55,2929.75,no,24-48,91.5546875,90.55
3969-gyxel,female,0,no,no,11,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,electronic check,76.4,838.7,no,6-12,69.89166666666667,76.4
9208-olgaq,female,1,no,no,18,yes,no,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,electronic check,84.95,1443.65,no,12-24,75.98157894736842,84.95
3244-cqphu,female,1,no,no,72,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,yes,bank transfer (automatic),110.1,7746.7,no,48+,106.11917808219178,110.1
2674-mlxmn,female,1,no,no,71,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),99.65,6951.15,no,48+,96.54374999999999,99.65
9708-hpxwz,male,1,no,no,5,no,no phone service,dsl,no,no,yes,yes,yes,no,month-to-month,no,credit card (automatic),45.4,214.75,no,0-6,35.791666666666664,45.4
6992-tknyo,male,0,yes,no,38,yes,yes,dsl,no,no,yes,yes,no,yes,one year,no,credit card (automatic),69.0,2669.45,no,24-48,68.4474358974359,69.0
4468-ydovk,male,0,no,yes,5,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,bank transfer (automatic),48.65,235.2,no,0-6,39.199999999999996,48.65
3754-dxmrt,male,1,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,44.15,92.65,yes,0-6,30.883333333333336,44.15
5792-jalqc,female,1,no,no,52,yes,yes,dsl,yes,no,yes,no,no,no,two year,no,bank transfer (automatic),59.85,3103.25,no,48+,58.551886792452834,59.85
7130-vtewq,female,1,no,no,8,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.75,606.25,yes,6-12,67.36111111111111,75.75
2200-dsaal,female,0,no,no,68,yes,yes,dsl,no,yes,yes,no,yes,yes,two year,yes,electronic check,80.65,5330.2,no,48+,77.24927536231884,80.65
4302-zyfel,male,0,yes,yes,69,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card (automatic),20.55,1403.1,no,48+,20.044285714285714,20.55
9351-lzygf,female,0,yes,no,42,yes,yes,dsl,yes,yes,no,yes,no,no,month-to-month,yes,credit card (automatic),66.4,2727.8,no,24-48,63.437209302325584,66.4
4366-ctouz,female,0,no,no,50,yes,no,fiber optic,no,yes,no,yes,yes,yes,two year,yes,mailed check,100.2,5038.45,no,48+,98.79313725490196,100.2
6121-vznqb,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.1,19.1,yes,0-6,9.55,19.1
7903-cmpey,male,1,yes,no,1,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,80.3,80.3,yes,0-6,40.15,80.3
1518-omdik,male,0,yes,no,33,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),44.55,1462.6,no,24-48,43.01764705882353,44.55
6671-ngwon,female,0,no,no,7,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.35,150.6,no,6-12,18.825,20.35
0595-itudf,male,0,yes,yes,64,yes,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,yes,electronic check,91.8,5960.5,no,48+,91.7,91.8
6996-knsml,female,0,no,no,1,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,74.9,74.9,yes,0-6,37.45,74.9
1955-ibmmb,male,0,no,no,59,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),20.2,1192.3,no,48+,19.871666666666666,20.2
0096-bxers,female,0,yes,no,6,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,50.35,314.55,no,0-6,44.93571428571429,50.35
3806-yazov,female,0,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,18.8,56.0,no,0-6,14.0,18.8
7998-zlxwn,female,0,yes,no,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),20.45,330.8,no,12-24,20.675,20.45
6253-wrfhy,male,0,yes,yes,13,yes,no,dsl,no,no,no,no,yes,yes,one year,yes,electronic check,64.75,877.35,no,12-24,62.667857142857144,64.75
9133-ayjzg,female,0,no,no,23,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),98.7,2249.1,no,12-24,93.71249999999999,98.7
2675-otvvj,male,1,yes,no,31,yes,yes,fiber optic,yes,no,no,no,yes,no,month-to-month,no,electronic check,89.45,2807.65,no,24-48,87.7390625,89.45
8680-cgltp,male,0,no,no,29,yes,no,dsl,yes,yes,no,yes,no,no,one year,yes,electronic check,58.75,1696.2,no,24-48,56.54,58.75
8430-twcbx,female,0,yes,no,49,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),20.7,1032.05,no,48+,20.641,20.7
5018-gwuro,female,0,yes,no,56,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),85.6,4902.8,no,48+,86.01403508771931,85.6
6741-qrlup,female,0,no,no,63,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,yes,credit card (automatic),80.3,4995.35,no,48+,78.05234375,80.3
4737-hobax,male,0,yes,no,63,yes,yes,dsl,no,no,yes,yes,yes,yes,two year,no,credit card (automatic),79.8,5034.05,no,48+,78.65703125,79.8
0537-qyzzn,male,1,yes,yes,24,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,79.85,1857.75,no,12-24,74.31,79.85
3340-qbbfm,male,1,yes,no,36,yes,no,dsl,no,no,yes,yes,no,no,one year,no,credit card (automatic),54.1,1992.85,no,24-48,53.86081081081081,54.1
1704-nrwye,female,1,no,no,9,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,80.85,751.65,yes,6-12,75.16499999999999,80.85
2592-seifq,male,0,no,no,3,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,24.75,66.95,yes,0-6,16.7375,24.75
8200-klnyw,female,0,yes,no,21,yes,no,dsl,yes,no,yes,yes,yes,yes,one year,no,mailed check,80.9,1714.95,no,12-24,77.95227272727273,80.9
3372-cdxfj,male,0,yes,yes,13,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),24.5,343.6,no,12-24,24.542857142857144,24.5
4781-zxygu,male,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),20.15,20.15,no,0-6,10.075,20.15
7632-yutxb,female,0,yes,yes,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.05,520.1,no,24-48,20.003846153846155,20.05
2718-yskcs,male,0,yes,yes,71,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),19.6,1387.45,no,48+,19.27013888888889,19.6
9896-uymie,male,0,no,no,66,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),114.3,7383.7,no,48+,110.20447761194029,114.3
0853-nwifk,female,0,no,no,45,yes,no,fiber optic,yes,yes,no,no,yes,yes,one year,yes,electronic check,100.3,4483.95,no,24-48,97.47717391304347,100.3
8212-crqxp,female,0,yes,no,22,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,credit card (automatic),80.0,1706.45,no,12-24,74.19347826086957,80.0
6980-cdgfc,female,0,yes,no,67,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),20.85,1327.4,no,48+,19.52058823529412,20.85
7691-xvtzh,female,0,yes,no,68,yes,yes,fiber optic,no,no,yes,no,yes,no,two year,yes,bank transfer (automatic),89.95,5974.3,no,48+,86.5840579710145,89.95
2520-sgtta,female,0,yes,yes,0,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.0,1397.475,no,0-6,1397.475,20.0
7481-atqqs,female,1,no,no,49,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,credit card (automatic),90.85,4515.85,yes,48+,90.31700000000001,90.85
2277-vwcni,female,1,no,no,4,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,48.75,179.85,no,0-6,35.97,48.75
1088-cnnkb,male,0,yes,no,63,yes,yes,dsl,yes,yes,yes,yes,no,yes,one year,no,credit card (automatic),80.0,5040.2,no,48+,78.753125,80.0
8642-gvwrf,female,0,yes,no,2,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,no,bank transfer (automatic),79.7,165.0,yes,0-6,55.0,79.7
1930-bzlhi,male,0,no,no,21,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,20.35,422.7,no,12-24,19.213636363636365,20.35
3400-esfuw,male,0,yes,yes,55,yes,no,dsl,yes,yes,no,yes,no,no,two year,no,bank transfer (automatic),57.55,3046.4,yes,48+,54.4,57.55
5868-ytyks,male,0,no,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.25,20.25,no,0-6,10.125,20.25
3525-dvkfn,female,0,no,no,17,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.4,358.05,no,12-24,19.891666666666666,19.4
1482-oxzsy,male,0,no,no,30,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),100.4,2936.25,no,24-48,94.71774193548387,100.4
0377-jbkkt,male,0,yes,yes,22,yes,no,dsl,yes,yes,no,yes,no,no,month-to-month,yes,mailed check,57.95,1271.8,no,12-24,55.29565217391304,57.95
5778-bvofb,female,0,no,no,9,yes,no,dsl,no,no,no,yes,yes,no,month-to-month,yes,bank transfer (automatic),59.5,530.05,no,6-12,53.004999999999995,59.5
3373-yzzym,male,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.2,19.2,no,0-6,9.6,19.2
2057-zblpd,female,0,yes,no,21,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,86.5,1808.7,yes,12-24,82.21363636363637,86.5
0228-mauwc,male,0,no,no,19,yes,yes,dsl,no,no,yes,yes,no,no,month-to-month,no,electronic check,59.55,1144.6,no,12-24,57.23,59.55
5502-rluyv,female,0,yes,yes,69,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,103.95,7446.9,yes,48+,106.38428571428571,103.95
0023-hghwl,male,1,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,25.1,25.1,yes,0-6,12.55,25.1
7663-yjhsn,female,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,no,two year,yes,bank transfer (automatic),103.95,7556.9,no,48+,103.51917808219177,103.95
4915-bfsxl,male,0,yes,yes,70,yes,yes,dsl,yes,no,yes,no,yes,no,two year,no,credit card (automatic),68.95,4858.7,no,48+,68.43239436619719,68.95
3086-rucrn,female,0,no,no,66,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,month-to-month,yes,bank transfer (automatic),103.1,6595.0,no,48+,98.43283582089552,103.1
5215-lnldj,female,0,yes,yes,7,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.7,149.05,no,6-12,18.63125,24.7
7576-jmywv,female,1,yes,yes,46,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,yes,electronic check,110.2,4972.1,no,24-48,105.78936170212766,110.2
9039-rbeee,male,0,no,no,39,no,no phone service,dsl,yes,yes,no,yes,yes,no,month-to-month,yes,credit card (automatic),48.95,1880.85,yes,24-48,47.021249999999995,48.95
0257-kxzgu,female,0,yes,yes,32,yes,yes,dsl,no,yes,yes,no,no,no,month-to-month,no,bank transfer (automatic),62.45,2045.55,no,24-48,61.986363636363635,62.45
1307-atkgb,male,0,no,no,24,yes,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,89.55,2187.15,no,12-24,87.486,89.55
8417-fmlzi,male,0,yes,yes,6,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,credit card (automatic),83.55,477.55,yes,0-6,68.22142857142858,83.55
3714-xpxbw,female,0,no,no,37,yes,yes,dsl,yes,yes,yes,yes,yes,no,month-to-month,yes,credit card (automatic),78.9,2976.95,no,24-48,78.34078947368421,78.9
1850-akqep,male,0,no,yes,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.35,178.7,no,6-12,19.855555555555554,20.35
2824-dxnkn,female,0,yes,yes,72,yes,yes,dsl,yes,no,yes,no,yes,no,two year,yes,bank transfer (automatic),71.45,5025.85,no,48+,68.84726027397261,71.45
5227-jscfe,male,1,yes,no,71,no,no phone service,dsl,yes,yes,yes,yes,no,no,two year,no,credit card (automatic),46.35,3353.4,no,48+,46.575,46.35
0848-zgqij,female,0,yes,no,16,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),94.65,1461.15,no,12-24,85.95,94.65
3621-chyvb,female,0,yes,no,57,no,no phone service,dsl,yes,no,yes,yes,no,yes,month-to-month,yes,bank transfer (automatic),49.9,2782.4,no,48+,47.97241379310345,49.9
8042-rnlko,male,0,no,no,66,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),25.45,1699.15,no,48+,25.36044776119403,25.45
1792-uxafy,female,1,no,no,17,yes,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,89.15,1496.9,yes,12-24,83.16111111111111,89.15
5372-fbkbn,female,0,no,yes,21,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.75,452.2,no,12-24,20.554545454545455,20.75
0420-txvsg,male,0,yes,no,66,yes,yes,dsl,yes,yes,yes,no,no,no,two year,yes,credit card (automatic),66.1,4428.45,no,48+,66.09626865671642,66.1
6217-towgs,female,0,yes,no,17,yes,yes,dsl,no,yes,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),75.4,1322.55,no,12-24,73.475,75.4
0515-ypmcw,male,0,no,yes,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,70.45,70.45,yes,0-6,35.225,70.45
0378-xszpu,male,0,yes,no,58,yes,no,dsl,yes,yes,yes,no,no,no,one year,no,credit card (automatic),60.3,3563.8,yes,48+,60.40338983050848,60.3
1045-ltcyt,female,0,yes,yes,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),21.05,139.75,no,6-12,15.527777777777779,21.05
1544-jjmyl,male,0,no,no,27,yes,no,dsl,yes,no,yes,yes,yes,no,one year,no,credit card (automatic),69.35,1927.3,no,24-48,68.83214285714286,69.35
4636-jgaai,male,0,yes,no,34,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,no,mailed check,88.85,3000.25,no,24-48,85.72142857142858,88.85
6874-sglhu,male,0,no,no,30,yes,no,fiber optic,no,yes,no,no,yes,yes,one year,yes,bank transfer (automatic),97.0,3021.3,no,24-48,97.46129032258065,97.0
5951-aofih,male,0,no,no,33,yes,no,dsl,no,yes,yes,no,yes,no,month-to-month,yes,credit card (automatic),66.4,2245.4,no,24-48,66.04117647058824,66.4
